"word","LikeCount","Recent","Topic"
"39119","amazing","Low Popularity","Top Priority","Review"
"39120","journey","Low Popularity","Top Priority","Review"
"39121","keepit","Low Popularity","Top Priority","Review"
"39122","recommend","Low Popularity","Top Priority","Review"
"39123","advertise","Low Popularity","Top Priority","Review"
"39124","facebook","Low Popularity","Top Priority","Review"
"39125","instagram","Low Popularity","Top Priority","Review"
"39126","nedd","Low Popularity","Top Priority","Review"
"39127","social","Low Popularity","Top Priority","Review"
"39128","media","Low Popularity","Top Priority","Review"
"39129","paid","Low Popularity","Top Priority","Review"
"39130","pinterest","Low Popularity","Top Priority","Review"
"39131","google","Low Popularity","Top Priority","Review"
"39132","depending","Low Popularity","Top Priority","Review"
"39133","product","Low Popularity","Top Priority","Review"
"39134","cutomer","Low Popularity","Top Priority","Review"
"39135","base","Low Popularity","Top Priority","Review"
"39136","skills","Low Popularity","Top Priority","Review"
"39137","easy","Low Popularity","Top Priority","Review"
"39138","simple","Low Popularity","Top Priority","Review"
"39139","budget","Low Popularity","Top Priority","Review"
"39140","invest","Low Popularity","Top Priority","Review"
"39141","check","Low Popularity","Top Priority","Review"
"39142","complicated","Low Popularity","Top Priority","Review"
"39143","expensive","Low Popularity","Top Priority","Review"
"39144","hold","Low Popularity","Top Priority","Review"
"39145","hand","Low Popularity","Top Priority","Review"
"39146","guide","Low Popularity","Top Priority","Review"
"39147","business","Low Popularity","Top Priority","Review"
"39148","brand","Low Popularity","Top Priority","Review"
"39149","level","Low Popularity","Top Priority","Review"
"39150","figures","Low Popularity","Top Priority","Review"
"39151","grow","Low Popularity","Top Priority","Review"
"39152","massvly","Low Popularity","Top Priority","Review"
"39153","honestly","Low Popularity","Top Priority","Review"
"39154","person","Low Popularity","Top Priority","Review"
"39155","starting","Low Popularity","Top Priority","Review"
"39156","addressed","Low Popularity","Top Priority","Review"
"39157","questions","Low Popularity","Top Priority","Review"
"39158","outstanding","Low Popularity","Top Priority","Review"
"39159","inspiring","Low Popularity","Top Priority","Review"
"39160","shopify","Low Popularity","Top Priority","Review"
"39161","video","Low Popularity","Top Priority","Review"
"39162","sell","Low Popularity","Top Priority","Review"
"39163","products","Low Popularity","Top Priority","Review"
"39164","amazon","Low Popularity","Top Priority","Review"
"39165","create","Low Popularity","Top Priority","Review"
"39166","website","Low Popularity","Top Priority","Review"
"39167","confused","Low Popularity","Top Priority","Review"
"39168","love","Low Popularity","Top Priority","Review"
"39169","video","Low Popularity","Top Priority","Review"
"39170","sharing","Low Popularity","Top Priority","Review"
"39171","finally","Low Popularity","Top Priority","Review"
"39172","honesty","Low Popularity","Top Priority","Review"
"39173","program","Low Popularity","Top Priority","Review"
"39174","congrats","Low Popularity","Top Priority","Review"
"39175","success","Low Popularity","Top Priority","Review"
"39176","start","Low Popularity","Top Priority","Review"
"39177","commerce","Low Popularity","Top Priority","Review"
"39178","business","Low Popularity","Top Priority","Review"
"39179","video","Low Popularity","Top Priority","Review"
"39180","helpful","Low Popularity","Top Priority","Review"
"39181","kinda","Low Popularity","Top Priority","Review"
"39182","confirmed","Low Popularity","Top Priority","Review"
"39183","build","Low Popularity","Top Priority","Review"
"39184","6000","Low Popularity","Top Priority","Review"
"39185","worth","Low Popularity","Top Priority","Review"
"39186","month","Low Popularity","Top Priority","Review"
"39187","profit","Low Popularity","Top Priority","Review"
"39188","goal","Low Popularity","Top Priority","Review"
"39189","life","Low Popularity","Top Priority","Review"
"39190","love","Low Popularity","Top Priority","Review"
"39191","money","Low Popularity","Top Priority","Review"
"39192","sounds","Low Popularity","Top Priority","Review"
"39193","silly","Low Popularity","Top Priority","Review"
"39194","living","Low Popularity","Top Priority","Review"
"39195","sales","Low Popularity","Top Priority","Review"
"39196","beautiful","Low Popularity","Top Priority","Review"
"39197","money","Low Popularity","Top Priority","Review"
"39198","married","Low Popularity","Top Priority","Review"
"39199","dear","Low Popularity","Top Priority","Review"
"39200","taught","Low Popularity","Top Priority","Review"
"39201","happier","Low Popularity","Top Priority","Review"
"39202","press","Low Popularity","Top Priority","Review"
"39203","subscribe","Low Popularity","Top Priority","Review"
"39204","bottom","Low Popularity","Top Priority","Review"
"39205","dive","Low Popularity","Top Priority","Review"
"39206","hope","Low Popularity","Top Priority","Review"
"39207","meet","Low Popularity","Top Priority","Review"
"39208","inspiration","Low Popularity","Top Priority","Review"
"39209","titania","Low Popularity","Top Priority","Review"
"39210","question","Low Popularity","Top Priority","Review"
"39211","benefits","Low Popularity","Top Priority","Review"
"39212","creating","Low Popularity","Top Priority","Review"
"39213","brand","Low Popularity","Top Priority","Review"
"39214","product","Low Popularity","Top Priority","Review"
"39215","products","Low Popularity","Top Priority","Review"
"39216","transparent","Low Popularity","Top Priority","Review"
"39217","encouraging","Low Popularity","Top Priority","Review"
"39218","billionaire","Low Popularity","Top Priority","Review"
"39219","vibe","Low Popularity","Top Priority","Review"
"39220","motivational","Low Popularity","Top Priority","Review"
"39221","simple","Low Popularity","Top Priority","Review"
"39222","presentation","Low Popularity","Top Priority","Review"
"39223","searching","Low Popularity","Top Priority","Review"
"39224","understand","Low Popularity","Top Priority","Review"
"39225","love","Low Popularity","Top Priority","Review"
"39226","videoooos","Low Popularity","Top Priority","Review"
"39227","motivate","Low Popularity","Top Priority","Review"
"39228","invest","Low Popularity","Top Priority","Review"
"39229","money","Low Popularity","Top Priority","Review"
"39230","wisely","Low Popularity","Top Priority","Review"
"39231","products","Low Popularity","Top Priority","Review"
"39232","sell","Low Popularity","Top Priority","Review"
"39233","question","Low Popularity","Top Priority","Review"
"39234","makes","Low Popularity","Top Priority","Review"
"39235","money","Low Popularity","Top Priority","Review"
"39236","youtube","Low Popularity","Top Priority","Review"
"39237","videos","Low Popularity","Top Priority","Review"
"39238","teaching","Low Popularity","Top Priority","Review"
"39239","people","Low Popularity","Top Priority","Review"
"39240","dont","Low Popularity","Top Priority","Review"
"39241","insult","Low Popularity","Top Priority","Review"
"39242","wanna","Low Popularity","Top Priority","Review"
"39243","tips","Low Popularity","Top Priority","Review"
"39244","question","Low Popularity","Top Priority","Review"
"39245","lipstick","Low Popularity","Top Priority","Review"
"39246","love","Low Popularity","Top Priority","Review"
"39247","videos","Low Popularity","Top Priority","Review"
"39248","learned","Low Popularity","Top Priority","Review"
"39249","helpful","Low Popularity","Top Priority","Review"
"39250","congratulations","Low Popularity","Top Priority","Review"
"39251","beautiful","Low Popularity","Top Priority","Review"
"39252","guys","Low Popularity","Top Priority","Review"
"39253","youtuber","Low Popularity","Top Priority","Review"
"39254","excited","Low Popularity","Top Priority","Review"
"39255","grow","Low Popularity","Top Priority","Review"
"39256","learn","Low Popularity","Top Priority","Review"
"39257","tatiana","Low Popularity","Top Priority","Review"
"39258","subbed","Low Popularity","Top Priority","Review"
"39259","love","Medium Popularity","Top Priority","Review"
"39260","honest","Medium Popularity","Top Priority","Review"
"39261","keeping","Medium Popularity","Top Priority","Review"
"39262","smart","Medium Popularity","Top Priority","Review"
"39263","business","Medium Popularity","Top Priority","Review"
"39264","inside","Low Popularity","Top Priority","Review"
"39265","citizens","Low Popularity","Top Priority","Review"
"39266","sell","Low Popularity","Top Priority","Review"
"39267","amazon","Low Popularity","Top Priority","Review"
"39268","video","Low Popularity","Top Priority","Review"
"39269","financial","Low Popularity","Top Priority","Review"
"39270","literacy","Low Popularity","Top Priority","Review"
"39271","share","Low Popularity","Top Priority","Review"
"39272","products","Low Popularity","Top Priority","Review"
"39273","marketed","Low Popularity","Top Priority","Review"
"39274","niche","Low Popularity","Top Priority","Review"
"39275","focused","Low Popularity","Top Priority","Review"
"39276","sounds","Low Popularity","Top Priority","Review"
"39277","salesperson","Low Popularity","Top Priority","Review"
"39278","actual","Low Popularity","Top Priority","Review"
"39279","entrepeneur","Low Popularity","Top Priority","Review"
"39280","product","Low Popularity","Top Priority","Review"
"39281","woman","Low Popularity","Top Priority","Review"
"39282","sell","Low Popularity","Top Priority","Review"
"39283","nice","Low Popularity","Top Priority","Review"
"39284","nice","Low Popularity","Top Priority","Review"
"39285","nice","Low Popularity","Top Priority","Review"
"39286","stock","Low Popularity","Top Priority","Review"
"39287","market","Low Popularity","Top Priority","Review"
"39288","liquidated","Low Popularity","Top Priority","Review"
"39289","encrypted","Low Popularity","Top Priority","Review"
"39290","ages","Low Popularity","Top Priority","Review"
"39291","beneficial","Low Popularity","Top Priority","Review"
"39292","follow","Low Popularity","Top Priority","Review"
"39293","path","Low Popularity","Top Priority","Review"
"39294","procedures","Low Popularity","Top Priority","Review"
"39295","practical","Low Popularity","Top Priority","Review"
"39296","hard","Low Popularity","Top Priority","Review"
"39297","cold","Low Popularity","Top Priority","Review"
"39298","truth","Low Popularity","Top Priority","Review"
"39299","love","Low Popularity","Top Priority","Review"
"39300","refreshing","Low Popularity","Top Priority","Review"
"39301","nursing","Low Popularity","Top Priority","Review"
"39302","student","Low Popularity","Top Priority","Review"
"39303","time","Low Popularity","Top Priority","Review"
"39304","waste","Low Popularity","Top Priority","Review"
"39305","advice","Low Popularity","Top Priority","Review"
"39306","perfect","Low Popularity","Top Priority","Review"
"39307","bringing","Low Popularity","Top Priority","Review"
